title,symbol_price_change,symbol_price_change_ratio,VnId_score,score
VCB: Regultations on organization and operation of the board of director amended in 2023,1,1,0.5,0.8
VCB: Internal Management Regultations of VCB,1,1,0.5,0.8
VCB: Rules Amended in 2023,1,1,0.5,0.8
VCB: Change the personnel of the board of director and the supervisory board for the term 2023-2028,-1,0,-0.5,-0.4
VCB: Minutes of Meetings and Resolutions of the Annual General Meeting of Shareholders in 2023,-1,0,-0.5,-0.4
"Vietcombank Profit 11.200 Billion in the first Quarter, Expected to pay Divididi 18.1% Print",-1,0,-0.5,-0.4
"Vietcombank General Meeting of Shareholders: Expected Deduction of 21,680 Billion Dong DividiDID IN 2022, Submitted to the Government Advocated to Receive Compulsory Transfer 1 CI.",-1,0,-0.5,-0.4
VCB: Update and support Documents of the Annual General Meeting of Shareholders in 2023,-1,0,-0.5,-0.4
VCB: Resolution of the Board of Directors Approved Transactions with NCLQ,-1,0,-0.5,-0.4
VCB: Resolution of the Board of Directors Approving Transactions Between VCB and NCLQ,-1,0,-1,-0.6
VCB: Resolution of the Board of Director approving the policy of changing the venue of VCB Dong Hanoi,-1,0,-1,-0.6
VCB: Explanation of Profit Fluctuations in 2022 Compared to the same Period last year,1,1,1,1
VCB: Resolution of the Board of Director Approved The Draft Document Meeting in the Annual Shareholder Meeting in 2023,1,1,1,1
Vietcombank is welcome the title of labor hero,-1,-1,1,-0.2
VCB: The Board of Directors Approves A Loan Transaction with the Japanese International Cooperation Bank and other Loans,-1,0,0.5,0
VCB: Official Letter of the State Bank on approving the network development plan 2022,-1,-1,-1,-1
VCB: The Resolution of the Board of Director Apprevoves The Deposit of the subsidiarry's Term,-1,-1,-1,-1
"VCB: 20.3.2023, Date of Education and Training Organized the Annual General Meeting of Shareholders in 2023",1,0,-0.5,0
VCB: Resolution of the Board of Director approved the policy of changing the location of VCB Headquarters of Bac Thanh Hoa Branch,-1,0,-0.5,-0.4
VCB: The Board of Directors Apprves The Policy of Changing The Name and Location of Some Branch Headquarters,-1,0,-1,-0.6
"The Collateral at Vietcombank Exceeded 2 Million Billion Dong, Real Estate Accounted for Nearly 74%",-1,0,-1,-0.6
VCB: Resolution of the Board of Directors for approval of deposit limits for vfc,1,0,1,0.6000000000000001
VCB: Mr. Pham Manh Thang - Deputy General Director of Retirement to enjoy Social Insurance from 1.5.2023,-1,0,0.5,0
"Etf Fund Specializes In Investment in Emerging and Near -Boundary Areas Disbursing Trillion to Vietnam Since the Beginning of the Year, which stock has been strongly gathered?",-1,0,-0.5,-0.4
"SGI Capital's Investment Fund Closed VCB, Increasing the Proption of MWG In The First Month of 2023",-1,-1,-1,-1
"Vietcombank (VCB) Summarized All Time, Capitalization Exceededed BIDV and VietinBank Combined",1,1,0.5,0.8
"Just going to Tet, many banks Change Senior Personel",-1,-1,-1,-1
VCB: Explanation of Profit Fluctuions in HN and 4/2022 Compared to the same Period Last Year,1,1,1,1
A Business Quarter of vietcombank is much more effective than the Annual Profit of Other Big Banks,1,1,1,1
"VCB: Appointing Mr. Nguyen Thanh Tung as a member of the board of director and CEO from January 30, 2023",-1,-1,-1,-1
"VCB: Resolution, Meeting Minutes and Documents of the Extraorrdinary General Meeting of Shareholders in 2022",-1,-1,-1,-1
VCB: Correctly Corrected The Unusual General Meeting of Shareholders in 2023,-1,-1,-1,-1
VCB: Update and support the extraordinary shareholder document 2023,-1,-1,-1,-1
VCB: Report on Company Management in 2022,1,1,1,1
Vietcombank Aims to Grow at Least 12% in 2023,1,1,0.5,0.8
VCB: Resolution of the Board of Directors Approved the Policy of Changing The Location of Dong Nai Branch Headquarters,1,0,-1,-0.2
VCB: Resolution of the Board of Directors Approved Transactions Between VCB and NCLQ on White Card Purchase,-1,-1,-0.5,-0.8
Vietcombank Receives Compulsory Transfer of a Weak Credit Institution,1,1,-0.5,0.4000000000000001
VCB: CBTT Extraorrdinary General Meeting of Shareholders 2023,1,1,-0.5,0.4000000000000001
"2022: Vietcombank Achieved and Surpased All Business Targets, The Proptions of Provisions of Bad Debts is 465% High",1,1,-0.5,0.4000000000000001
VCB: supporting and clarifying information on the 2021 Financial statements,-1,-1,-0.5,-0.8
VCB: Resolution of the Board of Directors for Approval of the Profit Darribution Plan 2021,-1,-1,-0.5,-0.8
Vietcombank: Still "Lonely Star" on all "fronts",-1,0,0.5,0
VCB: Resolution of the Board of Director approving the policy of changing the location of Thanh Xuan Branch Headquarters,-1,0,-0.5,-0.4
"VCB: December 29.2022, Date of Education and Training Organized Extraordinary Shareholders in 2023",-1,0,-1,-0.6
VCB: Signing the audit Contract in 2023,1,0,-0.5,0
VCB: Notice of Re -Appointment of Personel - Deputy General Director and Chief Accountant,-1,0,0.5,0
VCB: Resolution of the Board of Directors approving the public bond Issuance Report,-1,-1,-0.5,-0.8
VCB: CBTT V/V Organization of the Extraorrdinary General Meeting of Shareholders in 2023,-1,-1,-0.5,-0.8
VCB: Through VCB and LQ People on the Cranking CR System Application Package,-1,0,-1,-0.6
VCB: Exemption from Mr. Pham Anh Tuan - Member of the Board of Directors from 1.12.2022,-1,0,-1,-0.6
VCB: Resolution of the Board of Directors v/V Through Transactions Between VCB and VCBM,-1,0,0.5,0
VCB: Resolution of the Board of Directors approving the policy of changing the name and location of VCB Hay Handquarters,-1,0,-1,-0.6
VCB: The Board of Directors Appredit Transactions With Relevant People,-1,0,-1,-0.6
"Vietcombank announced that the tax profit was nearly 25 trillion dong in Advance, The Deposit of the State Treasury Increased Sharply",-1,0,-1,-0.6
VCB: Explain The Volatility of the Business Results In The Thirter of 2022 Compared to the 3rd Quarter of 2021 and Adjustment in 2021,-1,0,-1,-0.6
VCB: The Board of Directors Approved the Transaction Between VCB and the Relevant Person About The White Card Shopping,-1,0,-0.5,-0.4
VCB: The Board of Directors Approved the Transaction Between VCB and the Relevant Person,1,0,0.5,0.4
Reporter Trans Pacific Wants to List More Than 94 Million Shares on HOSE,-1,0,1,0.2
VCB: The Board of Directors Apprevoves The Transaction Between VCB and the Relevant Person on the Solution,1,0,0.5,0.4
VCB: The Board of Directors Apprevoves The Transaction Between VCB and People Involved in Infrastructure Maintenance Services,1,0,0.5,0.4
VCB: Resolution of the board of directors approving credit transactions between vcb and related people,1,0,0.5,0.4
VCB: Resolution of the Board of Directors Approved Transactions with People Involved in Card Issuance System,1,0,-0.5,0
VCB: Resolution of the Board of Director approving transactions with people involved in the endPoint Security System,1,0,-0.5,0
VCB: Adjustment of the Appendix Reporting The Situation of the Company's Management in 2021 and the First 6 Months of 2022,-1,0,-0.5,-0.4
Vietcombank has a credit growth by 17.7% this year,1,0,0.5,0.4
VCB: Correcting the indentual Financial statements for the first 6 months of 2022 Reviewed,-1,-1,-1,-1
VCB: Results of Individual Bonds for Sale VCBH2232007,-1,-1,0.5,-0.4
VCB: Explanation of Profit After Tax Difference in the First 6 Months of 2022 Compared to the first 6 months of 2021,1,1,0.5,0.8
"VCB: The Board of Directors Apprevoves The Credit Limited for FPT Quy Nhon FPT Software Co., Ltd.",1,1,1,1
VCB: Results of Issuing Indoviual Bonds in the 6th phase of 2022,1,0,0.5,0.4
"VCB: BOD Apprevoves The Content of Transaction Between VCB and FPT HCM Software Co., Ltd",1,0,0.5,0.4
VCB: Results of Individual Bonds for the 5th Period of 2022,1,0,0.5,0.4
VCB: Bod Apprevoves The Content of Transaction Between VCB and FPT Information System Company Limited,1,0,0.5,0.4
VCB: The Board of Directors Approved Transactions Between VCB and VCB Lao,1,0,-1,-0.2
VCB: The Board of Directors Approved the Transaction Between VCB and VCBL,1,0,-1,-0.2
VCB: The Board of Directors Approved Transactions with the Relevant Party,1,1,1,1
VCB: Results of Individual Bonds Separately from 2022,-1,0,1,0.2
VCB: Report on the company managing in the first 6 months of 2022,1,0,-0.5,0
VCB: Path and Explanation of Profit Fluctuions in the second Quarter of 2022 Compared to the same Period last year,1,0,-0.5,0
VCB: Results of Individual Bonds Offering of Code VCBH2237002,-1,0,1,0.2
"VCB: The Board of Directors Apprves the Credit Limited for Ho Chi Minh FPT Software Co., Ltd.",-1,0,1,0.2
VCB: Results of the first bonds for the first phase of 2022,-1,0,1,0.2
VCB: Resolution of the Board of Director approving the plan to Issue Individual Bonds in 2022,-1,0,-0.5,-0.4
VCB: The Board of Directors Approved the Transaction Between VCB and Mizuho,-1,0,0.5,0
VCB: The Board of Directors Apprevoves The Credit Limited for Mizuho Bank Ltd,-1,-1,-1,-1
VCB: Resolution of the Board of Director approving transactions Between VCB and VCB Lao,-1,0,1,0.2
VCB: Resolution of the Board of Director approving transactions Between VCB and VCBF,-1,0,-1,-0.6
VCB: Official Letter of the State Bank of Vietnam Approving The Network Development Plan 2021 of VCB,-1,0,-0.5,-0.4
VCB: The Decision of the Board of Director on Promulgating the Regulation on Information Discosure,-1,-1,0.5,-0.4
VCB: Resolution of the Board of Director Approved Transactions Between VCB and Related People,-1,-1,-0.5,-0.8
Because Vietcombank Lost The Throne of Profit To VPBank?,1,0,-0.5,0
VCB: Explanation of Profit Fluctuations in the first Quarter of 2022 Compared to the same Period last year,-1,0,-0.5,-0.4
VCB: Appointing Ms. Tran My Hanh As TV.BKS From 29.4.2022,-1,0,-0.5,-0.4
VCB: Resolution and Minutes of Annual Shareholder Meeting in 2022,-1,0,-0.5,-0.4
"Foreign Investors have just handed over 2,000 Billion dong of VCB Shares",-1,0,0.5,0
"Vietcombank has a Profit of Nearly 10,000 Billion in the First Quarter, Recovered 3,000 Billion Bads Debts in CBBank",-1,0,0.5,0
VCB: Update and support Documents of the Annual General Meeting of Shareholders in 2022,-1,0,0.5,0
[Live] Vietcombank AGM 2022: Revealing About The Bank Received Compulsory Transfer,-1,0,0.5,0
"Vietcombank will receive Compulsory Transfer of a Weak Bank, Expected to receive a Series of Priority Policies",-1,0,0.5,0
VCB: The Board of Directors Approved The Content of the Transaction Between VCB and the Relevant Person,-1,0,-0.5,-0.4
Vietcombank Appointed Two Senior Leaders at the same time,1,1,0.5,0.8
VCB: The board of directed the policy of changing the location of the headquarters of vcb bac lieu,1,1,0.5,0.8
VCB: The Board of Directors Apprevoves The Increase of Charter Capital for VCBS,1,1,0.5,0.8
"VCB: Appointing Mr. Nguyen Viet Cuong As Deputy General Director from April 26, 2022",1,1,0.5,0.8
Vietcombank Holds many Corporate bonds?,1,1,1,1
VCB: Adjusting The Establishment License and Operation of VCB,-1,0,1,0.2
VCB: The 15th Business Registration Certificate,-1,0,-0.5,-0.4
"ACBS: Vietcombank's Profit this year will exceed 36.7 trillion dong, The Highest Growth in the Last 3 Years",-1,0,-0.5,-0.4
VCB: The Board of Directors Approved the Transaction Between VCB and FIS,-1,0,-0.5,-0.4
"Vietcombank Wants to Dividend in 18.1% this year, Aiming to List Shares in Foreign Markets by 2025.",-1,0,-0.5,-0.4
VCB: Resolution of the Board of Director approving the policy of changing the location of the headquarters of vcb ba dinh,-1,0,-0.5,-0.4
VCB: Materials of the Annual Shareholder Meeting in 2022,-1,0,-0.5,-0.4
VCB: Resolution of the board of directors approving the transfer of retail stocks VNA to VCBS,1,0,1,0.6000000000000001
VCB: Resolution of the Board of Director approving a number of articles in the charter,1,0,1,0.6000000000000001
VCB: Report on the Company Management Situation in 2021,1,1,-0.5,0.4000000000000001
"Vietcombank ""Big"" Reported Profit Before Taxed More Than 27,300 Billion Dong, Still The ""Champion"" of the Unified Profit In The Whole Industry",-1,0,-0.25,-0.3
VCB: Periodically reports the sacituion of Principal and Interest in Corporate Bonds,-1,-1,0.5,-0.4
"VCB: 14.2.2022, Trading 1,023,639,123 Additional Listing",-1,-1,0.5,-0.4
VCB: Resolution of the Board of Directors Approved the Policy of Changing The Location of Dong Thap Branch Headquarters,-1,0,-0.5,-0.4
"VCB: 26.1.2022, Additional Listing 1,023,639.123 CP",1,1,0.5,0.8
"Diffilt to join the Billion -Dollar Profit Club in Vietnam: The Who Country Is Less Than 10 Businesses, Two New Names to Join Covid",1,1,0.5,0.8
"1 Week left is tet, Risk Assets are sold off, cash flow comes to gold",1,1,-0.5,0.4000000000000001
"""Big"" VCB Returned to the track, Established a New Peak in the Middle of the Market",1,1,-0.5,0.4000000000000001
VCB: Official Letter of the SSC on the report on the results of the stock Issuance to pay the dividend of VCB,-1,0,0.5,0
"VCB: The number of Voting Shares is Circulating is 4,732,516,571 Shares",1,0,1,0.6000000000000001
"VCB: ISSUED 1,023,639,123 Shares to Pay Divididi",1,0,1,0.6000000000000001
VCB: The Decision of the Board of Directors Regulates and Appooints The Person in Charge of Bank Management,-1,0,-1,-0.6
VCB: Appointing Mr. Nguyen Trung Nam As The Person in Charge of Banking Management from 4.1.2022,-1,0,-1,-0.6
VCB: Return to the deputy generation of retirement,-1,0,0.5,0
VCB: Signing Contracts to Provide Services in 2022,-1,0,0.5,0
"VCB: Mr. Dao Minh Tuan is no Longer Deputy General Director from December 1, 2021",-1,0,0.5,0
"VCB: Results of Individual Bonds Offering of VCBH2131008 Bonds, Phase 8 in 2021",-1,-1,-0.5,-0.8
Calendar of the Right to receipted Cash DividiDI of 7 Enterprises,-1,-1,-1,-1
"VCB: 22.12.2021, Date of Education and Dividods in 2020 (1,200 VND/CP), DIVIDend Payment in 2019 (1,000: 2,000: 2,000: 2,000)",-1,-1,-0.5,-0.8
"Vietcombank Shareholders are Preparing to receive Cash Dividies 12%, Stock Divididi in the Rate of 27.6%",1,1,0.5,0.8
VCB: Resolution of the Board of Directors for approval of DIVIDend Payment Plans in 2020 in cash and 2019 by Shares,1,1,0.5,0.8
VCB: Resolution of the Board of Directors approving the profit Distribution plan in 2020,1,1,0.5,0.8
VCB: Issuing Shares to pay DividiDIDID,1,1,0.5,0.8
VCB: Official Letter of the Ssc approved the issue of shares to pay Divididi of VCB,1,1,0.5,0.8
VCB: Official Letter of the Ssc on the dossier of Notification of the Maximum Ratio of VCB,1,1,0.5,0.8
VCB: Results of Individual Issuance of VCB Bonds for the 6th Period of 2021,1,1,0.5,0.8
VCB: Results of Individual Issuance of VCB Bonds for the 7th Period of 2021,1,1,0.5,0.8
VCB: Decision of the board of director,1,0,0.5,0.4
VCB: The Board of Directors Apprevoves The Policy of Changing The location of the headquarters of vcb Son La,-1,0,-1,-0.6
VCB: Results of Individual Bonds in 2021,-1,0,-0.5,-0.4
VCB: Results of Individual Issuance of Bond 2 & Phase 3 in 2021,1,1,1,1
"SSI Research: Vietcombank's Restructuring Debt Can be up to 12,000 Billion",-1,0,1,0.2
"Vietcombank Wants to Borrow VND 4,000 Billion via bond channel",-1,0,1,0.2
VCB: Resolution of the Board of Director approving the plan to Issue Individual Bonds in 2021,-1,0,1,0.2
"Vietcombank: Profit before Tax more than 19,300 bullion in the first 9 months, Firmly the Champion of Bank Profits",1,0,1,0.6000000000000001
Vietcombank for the first time divedend with Stocks After Nearly 13 years,-1,-1,-1,-1
Vietcombank is Preparing to DIVIDEN TO INCREASE Charter Capital,-1,-1,-1,-1
VCB: Resolution of the Board of Directed and Increment Charter Capital Through Stock Issuance To Pay Dividods in 2019,-1,0,1,0.2
VCB: Resolution of the Board of Directors Approved Transactions with Related Party,-1,0,1,0.2
VCB: The Board of Directors Approved the Transaction Between VCB and the Relevant Person of the Independent Board of Directors,-1,0,-1,-0.6
VCB: The Board of Directors Approved 2 Transactions Between VCB and the Relevant Person of the Independent Board of Directors,1,0,-0.5,0
Techcombank Will Profit More Than Vietcombank in The Thirter?,1,0,1,0.6000000000000001
"SHB Shares Recover Strongly When The Floor Moves Near, TPB Anchor Firmly in a Record Highland",-1,0,0.5,0
VCB: Resolution of the Board of Directors approving transactions with the relevant party,-1,0,0.5,0
VCB: Continuing to Authorize Ms. Phung Nguyen Hai Yen to be a CBTT,-1,-1,-1,-1
VCB: Appr made the Implementation of External Foreign Currency Trading Between VCB and VCB LAOS COMPANY,-1,0,-0.5,-0.4
VCB: The SBV's Decision on Sending The Representive of the State Capital at VCB,1,1,1,1
"HVN: VCB has imported 14,803,693 Buying Rights",-1,-1,1,-0.2
"Banks Floating Waves, Vibs Increased the Ceiling",1,1,-1,0.20000000000000007
"Paradvice Vietcombank: Best Business System, Bad Stock Development",1,1,-1,0.20000000000000007
"Vietcombank Registered to buy more than 8 million shares of Vietnam Airlines (HVN) for 10,000 VND/share",-1,0,-0.5,-0.4
Trends of the "King's Stock" Group Can Soon Reverse,-1,0,-0.5,-0.4
"HVN: VCB Bank Registered to Implement 14,803,693 Buying Rights",-1,0,0.5,0
VCB: Link Announcing the Resolution of the Board of Directors Approved the Transaction Approval Between VCB and Related People,-1,0,0.5,0
VCB: The 14th Business Registration Certificate,-1,0,-0.5,-0.4
The Two Highest Personel of Vietcombank officially receipt the appointment decision,-1,0,-0.25,-0.3
Leading challenges and bad debt pressure for new president vietcombank,-1,0,0.5,0
VCB: Reduce the Operation of VCB Board of Director for Mr. Do Viet Hung,-1,0,-1,-0.6
VCB: Assigned to the Executive Board of VCB for Mr. Nguyen Thanh Tung,-1,0,-1,-0.6
VCB: Appointing Mr. Pham Quang Dung As the Chairman of the Board of Directors for the Term of 2018 - 2023,-1,0,-1,-0.6
Vietcombank has a new president,1,0,0.5,0.4
SSI Lowered Vietcombank's Profits Due To Sharplly Reduced Loan Interest Rates,1,0,0.5,0.4
"Vietcombank Reduced by 0.5 - 1%/Year Lending Interest Renes for Businesses and Individuals, Applied from August 18",1,1,1,1
SSI: Vietcombank's DIVIDend Plan has been submitted to the government,1,1,1,1
VCB: Explanation of Profit and Profit Fluctuations in 2021 Compared to the same Period Last Year,-1,0,1,0.2
Vietcombank's 2nd Quarter Profit by 14% Decreated by 14%,1,0,1,0.6000000000000001
VCB: Explanation of Profit After Tax Difference in Quarter 2/2021 Compared to the second Quarter of 2020,1,0,1,0.6000000000000001
VCB: Report on the company management situation in the first 6 months of 2021,1,1,0.5,0.8
VCB: Official Letter of the State Bank for Approval,-1,-1,-0.5,-0.8
VCB: Receiving a letter from the State Bank for Approval,1,1,0.5,0.8
"Many banks recorded a record profit for 6 months, a bank has exceeded the Annual Plan",-1,-1,-1,-1
"Vietcombank Credit Growth 9.8% in the first 6 months of the year, Capital Mobilization Only Increased by 1.8%",-1,-1,-1,-1
"VNDIRECT: Techcombank, ACB, MB ... Have the Advantage of Taking Advantage of Economic Recovery",-1,0,-1,-0.6
VCB: Mr. Do Hung Viet - TV.HÐQT is Assigned to be in Charge of the Board of Director from 3.7.2021,-1,0,-1,-0.6
VCB: Mr. Xuan Thanh Stopping Representing the State Capital at VCB,-1,0,-1,-0.6
Mr. Because Viet Hung was assigned to be in Charge of Vietcombank's Board of Directors,-1,0,-1,-0.6
Vietcombank's Records Under Xuan Thanh as the bottle of the board of director,-1,0,-1,-0.6
Chairman of vietcombank's Board of Directorors: I Find My 'Lucky' Chosen in Vietcombank,-1,0,-0.5,-0.4
Vietcombank's Credit Growth in the First 6 Months of the Year Reached Nearly 9%,-1,0,0.5,0
VCB: The Board of Directors Apprves/Apprves the Content of Credit Transactions Between VCB and Related Parties,-1,0,0.5,0
"VCB: The Board of Directors Approved The Content of Transactions Between VCB and FPT Information System Co., Ltd",1,1,0.5,0.8
VCB: Information Dislosure Regultations,1,1,0.5,0.8
VCB: The Board of Directors Apprevoves The Policy of Changing the location of the headquarters of VCB Quang Tri,-1,0,-0.5,-0.4
"On VN-Index, The Peak of History and Capitalization of Vietcombank Surpased Vingroup Topped Vietnam's Stock Market",1,1,1,1
"Bank Shares ""Green"" Back, VCB set a new peak in the weekend session",1,1,1,1
VCB: Change the address of VCB Nha Trang Branch,1,1,0.5,0.8
VCB: The board of director issued a decision to change the location of Lao Branch VCB,1,1,0.5,0.8
S&P Raises Vietcombank's Credit Prospects from Stability to Positive,1,0,1,0.6000000000000001
VCB: Change the address of labor,1,0,0.5,0.4
VCB: Internal Regultations on Corporate Governance,-1,0,-0.5,-0.4
VCB: Company Charter,-1,0,-0.5,-0.4
VCB: Regultations on organization and operation of the board of director,-1,0,-0.5,-0.4
VCB: Regultations on organization and operation of the supervisory board,-1,0,-0.5,-0.4
VCB: Explanation of Profit After Tax Difference in Quarter 1/2021 Compared to the first Quarter of 2020,1,0,0.5,0.4
VCB: Appointing Mr. Shojiro Mizoguchi to be TV.HÐQT CUM Deputy General Director from April 23,-1,-1,-0.5,-0.8
VCB: Minutes of Meetings and Resolutions of the Annual Shareholder Meeting in 2021,-1,-1,-0.5,-0.8
"Mr. Xuan Thanh: Vietcombank's Profit in the First Quarter of More Than 8,000 Billion Dong, UP 70% Over The Same Period",1,0,0.5,0.4
"Vietcombank's General Meeting of Shareholders: In 2021, Pay 8%DIVIDend, The Charter Capital Increased to over VND 50 Trillion",1,0,0.5,0.4
VCB: Annual Report link in 2020,1,1,1,1
"VCB: Through The Content of Transaction Between VCB and FPT Information System Co., Ltd",1,0,1,0.6000000000000001
VCB: Link The Annual General Meeting of Shareholders in 2021,1,1,-1,0.20000000000000007
"Vietcombank Still has a lot of ""rice"", it will be different to Escape ""loneliness on the peak of profits"" for a long time",1,1,-1,0.20000000000000007
VCB: Adjusting the data for 2019 Accident to the State Audit Results,1,1,1,1
"BSC is positive assitive of the banking industries, recommending buying vcb, CTG, VPB, TCB",1,1,1,1
"VCB: 18.3.2021, Date of Education and Training Organized The Annual Shareholder Meeting in 2021",-1,-1,-0.5,-0.8
The "expensive" stocks on the Vietnamese stock market,-1,0,0.5,0
Vietcombank Closed the List of Shareholders on March 19 to Organize The Annual General Meeting of Shareholders,1,1,0.5,0.8
VCB: Resolution of the Board of Directors approving the organization of the Annual General Meeting of Shareholders 2021,-1,0,-0.5,-0.4
VCB: Report on the company management in 2020,-1,-1,-0.5,-0.8
"""Soi"" Flucting The Price of Stocks with the most ""expensive"" Market Price",1,1,0.5,0.8
Interest from Vietcombank's Service Operations Skyrocketed 247% in the Fourth Quarter of 2020,1,1,0.5,0.8
VCB: The SBV's Decision approving the establishment of Branches and Transaction Offices,1,1,1,1
"MBB: 7.1.2025, The Date of Education for DividiDID IN 2023 with Stocks (Ratio 100: 15)",1,1,-0.5,0.4000000000000001
"MBB: Nguyen Thi Thuy's Son - A Member of the Bom Bought 66,000 Shares",1,1,-0.5,0.4000000000000001
MBB: The decision of the board of director on changing the location of uong bi branch,-1,0,1,0.2
MBB: The Decision of the Board of Directors on changing the location of Lam Thao Transaction Office,1,1,-0.5,0.4000000000000001
MBB: Notice of Stock Issuance to Pay Dividind,1,1,-0.5,0.4000000000000001
"MBB: MBB Grassrooots Trade Union Reciving 10,526 Shares",1,1,-0.5,0.4000000000000001
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -Member of the Board of Director Sold 98,400 Shares",1,1,1,1
MBB: Resolution of the Board of Directors Approved the Insurance Product Supply Contract Between MB & MBAL,-1,0,-1,-0.6
MBB: CBTT Decided Personel for Mr. Ha while,-1,0,-1,-0.6
"MBB: Nguyen Thi Thuy's Son - Member of the Bom Registered to buy 66,000 Shares",-1,0,-1,-0.6
"MBB: Ms. Nguyen Thi Thuy - Member of the Executive Board Sold 62,000 Shares",-1,0,-1,-0.6
MBB: Notice of the Plan to exercise the right to buy stocks to insrease the mic charter capital in 2024,1,0,0.5,0.4
"7 Banks Reached The Top 25 Leading Listed Brands, MB Ranked 2nd",1,0,0.5,0.4
MBB: Notice of Securities Trading Changes in Listing,1,0,0.5,0.4
MBB: The Board's Decision on changing the location of Thai Thuy Transaction Office,1,0,0.5,0.4
MBB: Decision of the Board of Directors on changing the location of the chay transaction office,1,0,0.5,0.4
"MBB: Ms. Nguyen Thi Thuy - Member of the Executive Boardered to sell 62,000 Shares",1,0,0.5,0.4
"MBB: 18.12.2024, Additional Listing of 19,240,000 Shares",1,0,-0.5,0
MBB: Notice of Public Bond offering in phase 3,1,0,-0.5,0
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -Member of the Board of Directors Registered To Sell 98,400 Shares",-1,0,-0.5,-0.4
"MBB: MBB Grassrooots Trade Union Registered to receive Transfer of 10,526 Shares",1,0,-1,-0.2
MBB: Resolution of the Board of Directors Approved a Transaction Contract with the Involved Party,1,0,-1,-0.2
MBB: Rules of Amendment Company,1,0,-1,-0.2
MBB: Mr. Le Xuan Vu is no longer a member of the Bom from 10.12.2024,1,0,-1,-0.2
MBB: CBTT Transfer The State Capital - Z179 Mechanical One Member Company Limited,-1,0,-1,-0.6
MBB: Notice of receiving the official letter,-1,0,1,0.2
MBB: Decision on approving the plan to transfer shares of military commercial joint stock Bank of t608 Company Limited,-1,0,-1,-0.6
MBB: Decision of the board of director on the change of location of Nguyen Tri Phuong - District 5 Branch,1,1,1,1
MBB: The decision on the offering of bonds to the public phase 3,-1,0,-1,-0.6
MBB: CBTT Decided to deploy the offering of bonds to the public phase 3,-1,0,-1,-0.6
"MBB: The Board of Directors Apprves The Contract, Transactions to Implation NFC Solutions",-1,0,-1,-0.6
"MBB: MBB Grassrooots Trade Union Has receipted Transfer of 12,569 Shares",-1,0,-0.5,-0.4
MBB: Notice of the SBV's Decision on the Amendment of the Content of the Establishment and Operation of MBB,1,0,-0.5,0
"MBB: Mrs. Nguyen Thi Thuy's Daughter - A Member of the Board of Directors Bought 50,000 Shares",1,0,-0.5,0
MBB: The Decision of the Vietnam State Bank on the Addition of the Content of Operation to the Establishment and Operation of MB,-1,-1,-0.5,-0.8
MBB: The decision of the board of directors on the establishment of Thanh Oai Transaction Office,-1,0,-1,-0.6
MBB: MBB Grassroots Trade Union Registered to Receive Transfer 12.569 Shares,-1,0,-1,-0.6
"MBB: Notice of Capital Safety Ratio on June 30, 2024",-1,0,-0.5,-0.4
"MBB: MBB Grassroots Trade Union Transferred 6,329,996 Shares",-1,0,-0.5,-0.4
"MBB: Report on Stock Trading Results of Internal People Tran Thi Bao Bao, Nguyen Thi Viet Ha, Le Xuan Vu, Do Thi Tuyet Mai, Nguyen Thi An Binh",-1,0,-0.5,-0.4
"MBB: Report on Stock Trading Results of Internal People Nguyen Minh Chau, Vu Thai Huyen, Vu Hong Phu, Do Van Tien, Le Thi Loi",-1,0,-0.5,-0.4
"MBB: Report on the Results of Stock Trading of Domestic People HA while you, Tran Minh Dat, Nguyen Thi Thuy, Le Quoc Minh, Pham Thi Trung Ha",-1,0,-0.5,-0.4
"MBB: Report on Stock Trading Results of Internal People Vu Thi Hai Phuong, Nguyen Xuan Hoc, Pham Nhu Anh, Nguyen Thi Ngoc, Luu Trung Thai",-1,0,-0.5,-0.4
"MBB: Report on Stock Trading Results of Internal People Nguyen Ngoc Thanh, Nguyen Thi Thanh Nga, Le Viet Hai, Vu Thanh Trung, Dang Thuy Dung",-1,0,-0.5,-0.4
"MBB: Mrs. Nguyen Thi Thuy's Daughter - Member of the Bom Registered to buy 50,000 Shares",1,0,0.5,0.4
MBB: Decision of the Board of Directors on changing the location of Lach Tray Tray Transaction Office,1,0,0.5,0.4
MBB: The decision of the board of director on the estacgment of haggang branch,-1,0,-0.5,-0.4
"MBB: Ms. Nguyen Thi Thanh Nga - Financial Director Registered to receive Transfer of 113,900 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Dang Thuy Dung - Chief Accountant Registered to Transfer 9,000 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Member of the Board of Directored To Receive the Transfer of 305,600 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Vu Thanh Trung - Vice Chairman of the Board of Directors Registered to receive 185,100 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Nguyen Thi Ngoc - Member of the Executive Board Registered to receive the transfer of 305,600 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Member of the Board of Director Registered to receive Transfer of 113,900 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Tran Thi Bao Que - Member of the Board of Directors Registered to receive Transfer of 85,400 Shares",-1,0,-0.5,-0.4
